금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,정액적립식,24,3.8,3.8,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,정액적립식,24,2.6,2.6,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,자유적립식,24,2.0,2.0,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,정액적립식,24,4.0,4.0,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",복리,정액적립식,24,3.6,3.6,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,정액적립식,36,3.9,3.9,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,정액적립식,36,2.1,2.1,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,자유적립식,36,2.0,2.0,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",단리,정액적립식,36,3.6,3.6,2금융권
안양저축은행,비대면-정기적금,스마트폰,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",복리,정액적립식,36,3.3,3.3,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,6,2.7,2.7,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,복리,자유적립식,6,3.5,3.5,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,6,2.0,2.0,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,6,3.0,3.0,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,12,3.1,3.1,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,복리,자유적립식,12,3.7,3.7,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,12,3.5,3.5,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,12,3.0,3.0,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,12,2.9,2.9,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,24,2.6,2.6,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,24,3.2,3.2,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,24,2.9,2.9,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,36,2.1,2.1,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,36,3.6,3.6,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,36,3.2,3.2,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
안양저축은행,정기적금,"영업점,인터넷","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,제한없음,단리,정액적립식,36,2.9,2.9,2금융권
애큐온저축은행,다모아자유적금2,스마트폰,"만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)

만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","가입일 ~ 만기일까지 마케팅 동의 유지 : 1.0%

만기시까지 당행 오픈뱅킹 잔액모으기를 통한 해당 적금불입횟수 10회이상 : 1.5%",제한없음,단리,자유적립식,12,2.5,5.0,2금융권
애큐온저축은행,애(愛)랑해적금,스마트폰,"만기후 1개월 이내 해지 시 : 약정금리

만기후 1개월 초과 이후 해지 시 : 보통예금이율","최대 연5.0% 우대금리 적용 
※ 우대금리 적용조건
① 아이사랑우대(임신,출산,자녀)_조건중 1회만 인정 : 연3.5%
② 입출금통장 월 평잔(50만원) 3회이상 : 연 1.5%",만 19세 이상 개인,단리,자유적립식,12,3.0,8.0,2금융권
애큐온저축은행,정기적금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,단리,정액적립식,3,1.4,1.4,2금융권
애큐온저축은행,정기적금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,단리,정액적립식,6,1.6,1.6,2금융권
애큐온저축은행,정기적금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,복리,정액적립식,12,2.2,2.2,2금융권
애큐온저축은행,정기적금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,복리,정액적립식,24,2.2,2.2,2금융권
애큐온저축은행,정기적금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,제한없음,단리,정액적립식,36,2.3,2.3,2금융권
애큐온저축은행,직장인우대적금,"영업점,인터넷,스마트폰","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","최대 연 0.40% 우대금리 적용
※ 우대금리 적용조건 
① 첫거래고객(가입시점 당행에 적립식 및 거치식 예금 미보유 고객) : 연 0.2%
② 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일) : 연 0.1%
③ 개인정보 수집이용 동의(마케팅목적) : 연 0.1%",만 19세이상 직장인,복리,정액적립식,12,2.6,3.0,2금융권
애큐온저축은행,직장인우대적금,"영업점,인터넷,스마트폰","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","최대 연 0.40% 우대금리 적용
※ 우대금리 적용조건 
① 첫거래고객(가입시점 당행에 적립식 및 거치식 예금 미보유 고객) : 연 0.2%
② 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일) : 연 0.1%
③ 개인정보 수집이용 동의(마케팅목적) : 연 0.1%",만 19세이상 직장인,복리,정액적립식,24,2.7,3.1,2금융권
애큐온저축은행,직장인우대적금,"영업점,인터넷,스마트폰","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","최대 연 0.40% 우대금리 적용
※ 우대금리 적용조건 
① 첫거래고객(가입시점 당행에 적립식 및 거치식 예금 미보유 고객) : 연 0.2%
② 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일) : 연 0.1%
③ 개인정보 수집이용 동의(마케팅목적) : 연 0.1%",만 19세이상 직장인,복리,정액적립식,36,2.8,3.2,2금융권
애큐온저축은행,처음만난적금,스마트폰,"만기후 1개월 이내 해지시 : 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금 이율","최대 연5.0% 우대 금리 적용
※우대금리 적용조건
①첫거래 고객 우대 : 연 3.5%(고시금리 포함)
②장기미거래 고객 우대 : 연 2.0%(고시금리 미포함)
③당행 입출금 통장 자동이체 우대(6회이상) : 연 1.5%(고시금리 미포함)
※조건①,조건②의 우대금리는 중복 적용되지 않음",실명의 개인중 첫거래(주1) 또는 장기미거래(주2) 고객 (주1)당행 예.적금(입출금이 자유로운 예금 포함) 계좌 최초 신규일로부터 30일 내 고객 (주2)직전 1년간 당행 예.적금(입출금이 자유로운 예금 제외)을 미보유한 고객,단리,정액적립식,12,6.5,8.0,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,6,2.7,2.7,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,복리,자유적립식,6,3.5,3.5,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,6,2.0,2.0,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,6,3.0,3.0,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,3.1,3.1,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,복리,자유적립식,12,3.7,3.7,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,3.5,3.5,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,3.0,3.0,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,2.9,2.9,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,2.6,2.6,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,3.2,3.2,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,2.9,2.9,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,2.1,2.1,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,3.6,3.6,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,3.2,3.2,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
에스앤티저축은행,정기적금,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,2.9,2.9,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,6,2.6,2.6,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,자유적립식,6,2.3,2.3,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,6,1.7,1.7,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,3.7,3.7,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,자유적립식,12,2.8,2.8,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,12,2.9,2.9,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,3.8,3.8,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,자유적립식,24,2.0,2.0,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,3.0,3.0,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,24,2.9,2.9,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,3.9,3.9,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,자유적립식,36,2.0,2.0,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,3.0,3.0,2금융권
에스앤티저축은행,정기적금(비대면),"인터넷,스마트폰","-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 이후 : 0.20% (보통예금 금리적용)",없음,제한없음,단리,정액적립식,36,2.9,2.9,2금융권
엔에이치저축은행,NH 친환경 행복플러스 정기적금,"인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",마케팅 상품서비스 안내(문자 포함 채널 1개 이상) 동의시 0.1%,-친환경 자동차를 보유한 실명의 만 19세 이상 개인,단리,정액적립식,12,2.9,3.0,2금융권
엔에이치저축은행,NH 친환경 행복플러스 정기적금,"인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",마케팅 상품서비스 안내(문자 포함 채널 1개 이상) 동의시 0.1%,-친환경 자동차를 보유한 실명의 만 19세 이상 개인,단리,정액적립식,24,3.0,3.1,2금융권
엔에이치저축은행,비대면정기적금,"인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,제한없음,단리,정액적립식,6,3.6,3.6,2금융권
엔에이치저축은행,비대면정기적금,"인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,제한없음,단리,정액적립식,12,4.0,4.0,2금융권
엔에이치저축은행,비대면정기적금,"인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.8,3.8,2금융권
엔에이치저축은행,비대면정기적금,"인터넷,스마트폰","-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,제한없음,단리,정액적립식,36,3.8,3.8,2금융권
엔에이치저축은행,정기적금,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",NH멤버스 회원인 경우 연 0.1% 우대금리 적용,제한없음,단리,정액적립식,6,3.5,3.6,2금융권
엔에이치저축은행,정기적금,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",NH멤버스 회원인 경우 연 0.1% 우대금리 적용,제한없음,단리,정액적립식,12,3.9,4.0,2금융권
엔에이치저축은행,정기적금,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",NH멤버스 회원인 경우 연 0.1% 우대금리 적용,제한없음,단리,정액적립식,24,3.7,3.8,2금융권
엔에이치저축은행,정기적금,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",NH멤버스 회원인 경우 연 0.1% 우대금리 적용,제한없음,단리,정액적립식,36,3.7,3.8,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,자유적립식,1,1.5,1.5,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,3,2.5,2.5,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,6,1.4,1.4,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,6,2.5,2.5,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,1.7,1.7,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,12,3.9,3.9,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.0,3.0,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.8,3.8,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,12,3.5,3.5,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,1.8,1.8,2금융권
